Date,Store,Product,Sales,Price,day,month,lag_1,lag_2,rolling_mean,Predicted,Reorder_Point,Inventory_Status,Revenue,Profit,Anomaly
2023-02-16,Store_A,Milk,53,43,16,2,49.0,49.0,50.333333333333336,51.54,293.4339235621728,LOW,2279,455.8,NO
2023-02-17,Store_A,Milk,58,43,17,2,53.0,49.0,53.333333333333336,55.46,313.03392356217284,LOW,2494,498.8,NO
2023-02-18,Store_A,Milk,44,43,18,2,58.0,53.0,51.666666666666664,46.77,269.5839235621728,LOW,1892,378.40000000000003,NO
2023-02-19,Store_A,Milk,46,43,19,2,44.0,58.0,49.333333333333336,47.48,273.13392356217275,LOW,1978,395.6,NO
2023-02-20,Store_A,Milk,49,43,20,2,46.0,44.0,46.333333333333336,50.32,287.3339235621728,LOW,2107,421.40000000000003,NO
2023-02-21,Store_A,Milk,59,43,21,2,49.0,46.0,51.333333333333336,55.98,315.63392356217275,LOW,2537,507.40000000000003,NO
2023-02-22,Store_A,Milk,53,43,22,2,59.0,49.0,53.666666666666664,52.95,300.4839235621728,LOW,2279,455.8,NO
2023-02-23,Store_A,Milk,52,43,23,2,53.0,59.0,54.666666666666664,52.24,296.9339235621728,LOW,2236,447.20000000000005,NO
2023-02-24,Store_A,Milk,59,43,24,2,52.0,53.0,54.666666666666664,56.74,319.4339235621728,LOW,2537,507.40000000000003,NO
2023-02-25,Store_A,Milk,62,43,25,2,59.0,52.0,57.666666666666664,61.75,344.4839235621728,LOW,2666,533.2,NO
2023-02-26,Store_A,Milk,47,43,26,2,62.0,59.0,56.0,49.65,283.9839235621728,LOW,2021,404.20000000000005,NO
2023-02-27,Store_A,Milk,60,43,27,2,47.0,62.0,56.333333333333336,57.93,325.38392356217275,LOW,2580,516.0,NO
2023-02-28,Store_A,Milk,52,43,28,2,60.0,47.0,53.0,52.76,299.53392356217284,LOW,2236,447.20000000000005,NO
2023-03-01,Store_A,Milk,56,43,1,3,52.0,60.0,56.0,55.36,312.53392356217284,LOW,2408,481.6,NO
2023-03-02,Store_A,Milk,63,43,2,3,56.0,52.0,57.0,62.04,345.9339235621728,LOW,2709,541.8000000000001,NO
2023-03-03,Store_A,Milk,67,43,3,3,63.0,56.0,62.0,64.46,358.03392356217273,LOW,2881,576.2,NO
2023-03-04,Store_A,Milk,70,43,4,3,67.0,63.0,66.66666666666667,69.48,383.13392356217287,LOW,3010,602.0,NO
2023-03-05,Store_A,Milk,59,43,5,3,70.0,67.0,65.33333333333333,59.83,334.88392356217275,LOW,2537,507.40000000000003,NO
2023-03-06,Store_A,Milk,65,43,6,3,59.0,70.0,64.66666666666667,65.02,360.8339235621728,LOW,2795,559.0,NO
2023-03-07,Store_A,Milk,59,43,7,3,65.0,59.0,61.0,58.78,329.63392356217275,LOW,2537,507.40000000000003,NO
2023-03-08,Store_A,Milk,62,43,8,3,59.0,65.0,62.0,62.05,345.9839235621728,LOW,2666,533.2,NO
2023-03-09,Store_A,Milk,71,43,9,3,62.0,59.0,64.0,69.66,384.03392356217273,LOW,3053,610.6,NO
2023-03-10,Store_A,Milk,72,43,10,3,71.0,62.0,68.33333333333333,71.51,393.28392356217284,LOW,3096,619.2,NO
2023-03-11,Store_A,Milk,61,43,11,3,72.0,71.0,68.0,62.28,347.13392356217275,LOW,2623,524.6,NO
2023-03-12,Store_A,Milk,79,43,12,3,61.0,72.0,70.66666666666667,76.97,420.5839235621728,LOW,3397,679.4000000000001,NO
2023-03-13,Store_A,Milk,81,43,13,3,79.0,61.0,73.66666666666667,79.28,432.13392356217275,LOW,3483,696.6,NO
2023-03-14,Store_A,Milk,71,43,14,3,81.0,79.0,77.0,70.7,389.2339235621728,LOW,3053,610.6,NO
2023-03-15,Store_A,Milk,65,43,15,3,71.0,81.0,72.33333333333333,66.94,370.4339235621728,LOW,2795,559.0,NO
2023-03-16,Store_A,Milk,79,43,16,3,65.0,71.0,71.66666666666667,77.89,425.1839235621728,LOW,3397,679.4000000000001,NO
2023-03-17,Store_A,Milk,82,43,17,3,79.0,65.0,75.33333333333333,80.73,439.38392356217287,LOW,3526,705.2,NO
2023-03-18,Store_A,Milk,82,43,18,3,82.0,79.0,81.0,81.71,444.28392356217273,LOW,3526,705.2,NO
2023-03-19,Store_A,Milk,68,43,19,3,82.0,82.0,77.33333333333333,69.18,381.63392356217287,LOW,2924,584.8000000000001,NO
2023-03-20,Store_A,Milk,68,43,20,3,68.0,82.0,72.66666666666667,69.56,383.53392356217284,LOW,2924,584.8000000000001,NO
2023-03-21,Store_A,Milk,69,43,21,3,68.0,68.0,68.33333333333333,70.55,388.4839235621728,LOW,2967,593.4,NO
2023-03-22,Store_A,Milk,79,43,22,3,69.0,68.0,72.0,77.45,422.9839235621728,LOW,3397,679.4000000000001,NO
2023-03-23,Store_A,Milk,75,43,23,3,79.0,69.0,74.33333333333333,76.39,417.6839235621728,LOW,3225,645.0,NO
2023-03-24,Store_A,Milk,73,43,24,3,75.0,79.0,75.66666666666667,72.68,399.13392356217287,LOW,3139,627.8000000000001,NO
2023-03-25,Store_A,Milk,66,43,25,3,73.0,75.0,71.33333333333333,67.22,371.8339235621728,LOW,2838,567.6,NO
2023-03-26,Store_A,Milk,78,43,26,3,66.0,73.0,72.33333333333333,76.5,418.2339235621728,LOW,3354,670.8000000000001,NO
2023-03-27,Store_A,Milk,70,43,27,3,78.0,66.0,71.33333333333333,70.5,388.2339235621728,LOW,3010,602.0,NO
2023-03-28,Store_A,Milk,69,43,28,3,70.0,78.0,72.33333333333333,70.61,388.78392356217284,LOW,2967,593.4,NO
2023-03-29,Store_A,Milk,76,43,29,3,69.0,70.0,71.66666666666667,74.99,410.6839235621728,LOW,3268,653.6,NO
2023-03-30,Store_A,Milk,75,43,30,3,76.0,69.0,73.33333333333333,74.78,409.63392356217275,LOW,3225,645.0,NO
2023-03-31,Store_A,Milk,73,43,31,3,75.0,76.0,74.66666666666667,73.57,403.5839235621728,LOW,3139,627.8000000000001,NO
2023-04-01,Store_A,Milk,66,43,1,4,73.0,75.0,71.33333333333333,66.79,369.6839235621728,LOW,2838,567.6,NO
2023-04-02,Store_A,Milk,74,43,2,4,66.0,73.0,71.0,74.56,408.53392356217284,LOW,3182,636.4000000000001,NO
2023-04-03,Store_A,Milk,59,43,3,4,74.0,66.0,66.33333333333333,60.16,336.53392356217273,LOW,2537,507.40000000000003,NO
2023-04-04,Store_A,Milk,63,43,4,4,59.0,74.0,65.33333333333333,63.14,351.4339235621728,LOW,2709,541.8000000000001,NO
2023-04-05,Store_A,Milk,75,43,5,4,63.0,59.0,65.66666666666667,72.98,400.63392356217287,LOW,3225,645.0,NO
2023-04-06,Store_A,Milk,61,43,6,4,75.0,63.0,66.33333333333333,62.0,345.7339235621728,LOW,2623,524.6,NO
2023-04-07,Store_A,Milk,61,43,7,4,61.0,75.0,65.66666666666667,61.85,344.9839235621728,LOW,2623,524.6,NO
2023-04-08,Store_A,Milk,65,43,8,4,61.0,61.0,62.333333333333336,64.43,357.88392356217287,LOW,2795,559.0,NO
2023-04-09,Store_A,Milk,67,43,9,4,65.0,61.0,64.33333333333333,67.06,371.03392356217284,LOW,2881,576.2,NO
2023-04-10,Store_A,Milk,67,43,10,4,67.0,65.0,66.33333333333333,66.94,370.4339235621728,LOW,2881,576.2,NO
2023-04-11,Store_A,Milk,66,43,11,4,67.0,67.0,66.66666666666667,65.97,365.5839235621728,LOW,2838,567.6,NO
2023-04-12,Store_A,Milk,54,43,12,4,66.0,67.0,62.333333333333336,57.15,321.4839235621728,LOW,2322,464.40000000000003,NO
2023-04-13,Store_A,Milk,58,43,13,4,54.0,66.0,59.333333333333336,58.3,327.2339235621728,LOW,2494,498.8,NO
2023-04-14,Store_A,Milk,63,43,14,4,58.0,54.0,58.333333333333336,62.72,349.3339235621728,LOW,2709,541.8000000000001,NO
2023-04-15,Store_A,Milk,68,43,15,4,63.0,58.0,63.0,67.7,374.2339235621728,LOW,2924,584.8000000000001,NO
2023-04-16,Store_A,Milk,53,43,16,4,68.0,63.0,61.333333333333336,54.91,310.28392356217273,LOW,2279,455.8,NO
2023-04-17,Store_A,Milk,67,43,17,4,53.0,68.0,62.666666666666664,64.68,359.13392356217287,LOW,2881,576.2,NO
2023-04-18,Store_A,Milk,67,43,18,4,67.0,53.0,62.333333333333336,64.75,359.4839235621728,LOW,2881,576.2,NO
2023-04-19,Store_A,Milk,67,43,19,4,67.0,67.0,67.0,66.81,369.78392356217284,LOW,2881,576.2,NO
2023-04-20,Store_A,Milk,64,43,20,4,67.0,67.0,66.0,63.85,354.9839235621728,LOW,2752,550.4,NO
2023-04-21,Store_A,Milk,58,43,21,4,64.0,67.0,63.0,60.51,338.28392356217284,LOW,2494,498.8,NO
2023-04-22,Store_A,Milk,68,43,22,4,58.0,64.0,63.333333333333336,66.82,369.8339235621728,LOW,2924,584.8000000000001,NO
2023-04-23,Store_A,Milk,56,43,23,4,68.0,58.0,60.666666666666664,56.29,317.1839235621728,LOW,2408,481.6,NO
2023-04-24,Store_A,Milk,51,43,24,4,56.0,68.0,58.333333333333336,53.92,305.3339235621728,LOW,2193,438.6,NO
2023-04-25,Store_A,Milk,64,43,25,4,51.0,56.0,57.0,62.67,349.0839235621728,LOW,2752,550.4,NO
2023-04-26,Store_A,Milk,59,43,26,4,64.0,51.0,58.0,60.23,336.88392356217275,LOW,2537,507.40000000000003,NO
2023-04-27,Store_A,Milk,56,43,27,4,59.0,64.0,59.666666666666664,57.18,321.63392356217275,LOW,2408,481.6,NO
2023-04-28,Store_A,Milk,63,43,28,4,56.0,59.0,59.333333333333336,61.73,344.38392356217275,LOW,2709,541.8000000000001,NO
2023-04-29,Store_A,Milk,54,43,29,4,63.0,56.0,57.666666666666664,55.99,315.6839235621728,LOW,2322,464.40000000000003,NO
2023-04-30,Store_A,Milk,59,43,30,4,54.0,63.0,58.666666666666664,58.62,328.8339235621728,LOW,2537,507.40000000000003,NO
2023-05-01,Store_A,Milk,55,43,1,5,59.0,54.0,56.0,54.31,307.28392356217284,LOW,2365,473.0,NO
2023-05-02,Store_A,Milk,56,43,2,5,55.0,59.0,56.666666666666664,57.85,324.9839235621728,LOW,2408,481.6,NO
2023-05-03,Store_A,Milk,62,43,3,5,56.0,55.0,57.666666666666664,62.11,346.28392356217284,LOW,2666,533.2,NO
2023-05-04,Store_A,Milk,62,43,4,5,62.0,56.0,60.0,60.97,340.5839235621728,LOW,2666,533.2,NO
2023-05-05,Store_A,Milk,65,43,5,5,62.0,62.0,63.0,65.1,361.2339235621728,LOW,2795,559.0,NO
2023-05-06,Store_A,Milk,59,43,6,5,65.0,62.0,62.0,59.87,335.0839235621728,LOW,2537,507.40000000000003,NO
2023-05-07,Store_A,Milk,62,43,7,5,59.0,65.0,62.0,61.62,343.8339235621728,LOW,2666,533.2,NO
2023-05-08,Store_A,Milk,65,43,8,5,62.0,59.0,62.0,64.5,358.2339235621728,LOW,2795,559.0,NO
2023-05-09,Store_A,Milk,68,43,9,5,65.0,62.0,65.0,67.65,373.9839235621728,LOW,2924,584.8000000000001,NO
2023-05-10,Store_A,Milk,71,43,10,5,68.0,65.0,68.0,70.01,385.78392356217284,LOW,3053,610.6,NO
2023-05-11,Store_A,Milk,65,43,11,5,71.0,68.0,68.0,65.25,361.9839235621728,LOW,2795,559.0,NO
2023-05-12,Store_A,Milk,76,43,12,5,65.0,71.0,70.66666666666667,75.94,415.4339235621728,LOW,3268,653.6,NO
2023-05-13,Store_A,Milk,77,43,13,5,76.0,65.0,72.66666666666667,76.52,418.3339235621728,LOW,3311,662.2,NO
2023-05-14,Store_A,Milk,81,43,14,5,77.0,76.0,78.0,79.92,435.3339235621728,LOW,3483,696.6,NO
2023-05-15,Store_A,Milk,70,43,15,5,81.0,77.0,76.0,71.64,393.9339235621728,LOW,3010,602.0,NO
2023-05-16,Store_A,Milk,78,43,16,5,70.0,81.0,76.33333333333333,75.97,415.5839235621728,LOW,3354,670.8000000000001,NO
2023-05-17,Store_A,Milk,82,43,17,5,78.0,70.0,76.66666666666667,80.25,436.9839235621728,LOW,3526,705.2,NO
2023-05-18,Store_A,Milk,71,43,18,5,82.0,78.0,77.0,71.71,394.28392356217273,LOW,3053,610.6,NO
2023-05-19,Store_A,Milk,82,43,19,5,71.0,82.0,78.33333333333333,80.9,440.2339235621728,LOW,3526,705.2,NO
2023-05-20,Store_A,Milk,90,43,20,5,82.0,71.0,81.0,87.83,474.88392356217275,LOW,3870,774.0,NO
2023-05-21,Store_A,Milk,85,43,21,5,90.0,82.0,85.66666666666667,84.01,455.78392356217284,LOW,3655,731.0,NO
2023-05-22,Store_A,Milk,81,43,22,5,85.0,90.0,85.33333333333333,81.8,444.7339235621728,LOW,3483,696.6,NO
2023-05-23,Store_A,Milk,78,43,23,5,81.0,85.0,81.33333333333333,79.24,431.9339235621728,LOW,3354,670.8000000000001,NO
2023-05-24,Store_A,Milk,73,43,24,5,78.0,81.0,77.33333333333333,73.28,402.13392356217275,LOW,3139,627.8000000000001,NO
2023-05-25,Store_A,Milk,84,43,25,5,73.0,78.0,78.33333333333333,83.06,451.03392356217284,LOW,3612,722.4000000000001,NO
2023-05-26,Store_A,Milk,75,43,26,5,84.0,73.0,77.33333333333333,75.06,411.03392356217284,LOW,3225,645.0,NO
2023-05-27,Store_A,Milk,75,43,27,5,75.0,84.0,78.0,76.26,417.03392356217284,LOW,3225,645.0,NO
2023-05-28,Store_A,Milk,75,43,28,5,75.0,75.0,75.0,74.8,409.7339235621728,LOW,3225,645.0,NO
2023-05-29,Store_A,Milk,76,43,29,5,75.0,75.0,75.33333333333333,75.73,414.38392356217287,LOW,3268,653.6,NO
2023-05-30,Store_A,Milk,71,43,30,5,76.0,75.0,74.0,72.24,396.9339235621728,LOW,3053,610.6,NO
2023-05-31,Store_A,Milk,81,43,31,5,71.0,76.0,76.0,78.56,428.53392356217284,LOW,3483,696.6,NO
2023-06-01,Store_A,Milk,82,43,1,6,81.0,71.0,78.0,80.62,438.8339235621728,LOW,3526,705.2,NO
2023-06-02,Store_A,Milk,78,43,2,6,82.0,81.0,80.33333333333333,79.09,431.1839235621728,LOW,3354,670.8000000000001,NO
2023-06-03,Store_A,Milk,74,43,3,6,78.0,82.0,78.0,75.17,411.5839235621728,LOW,3182,636.4000000000001,NO
2023-06-04,Store_A,Milk,83,43,4,6,74.0,78.0,78.33333333333333,82.37,447.5839235621728,LOW,3569,713.8000000000001,NO
2023-06-05,Store_A,Milk,73,43,5,6,83.0,74.0,76.66666666666667,73.65,403.9839235621728,LOW,3139,627.8000000000001,NO
2023-06-06,Store_A,Milk,76,43,6,6,73.0,83.0,77.33333333333333,74.7,409.2339235621728,LOW,3268,653.6,NO
2023-06-07,Store_A,Milk,72,43,7,6,76.0,73.0,73.66666666666667,72.88,400.13392356217275,LOW,3096,619.2,NO
2023-06-08,Store_A,Milk,72,43,8,6,72.0,76.0,73.33333333333333,72.52,398.3339235621728,LOW,3096,619.2,NO
2023-06-09,Store_A,Milk,65,43,9,6,72.0,72.0,69.66666666666667,66.01,365.78392356217284,LOW,2795,559.0,NO
2023-06-10,Store_A,Milk,73,43,10,6,65.0,72.0,70.0,73.74,404.4339235621728,LOW,3139,627.8000000000001,NO
2023-06-11,Store_A,Milk,62,43,11,6,73.0,65.0,66.66666666666667,62.24,346.9339235621728,LOW,2666,533.2,NO
2023-06-12,Store_A,Milk,60,43,12,6,62.0,73.0,65.0,60.83,339.88392356217275,LOW,2580,516.0,NO
2023-06-13,Store_A,Milk,67,43,13,6,60.0,62.0,63.0,66.45,367.9839235621728,LOW,2881,576.2,NO
2023-06-14,Store_A,Milk,64,43,14,6,67.0,60.0,63.666666666666664,65.19,361.6839235621728,LOW,2752,550.4,NO
2023-06-15,Store_A,Milk,74,43,15,6,64.0,67.0,68.33333333333333,73.61,403.78392356217284,LOW,3182,636.4000000000001,NO
2023-06-16,Store_A,Milk,71,43,16,6,74.0,64.0,69.66666666666667,70.52,388.3339235621728,LOW,3053,610.6,NO
2023-06-17,Store_A,Milk,73,43,17,6,71.0,74.0,72.66666666666667,72.7,399.2339235621728,LOW,3139,627.8000000000001,NO
2023-06-18,Store_A,Milk,67,43,18,6,73.0,71.0,70.33333333333333,68.09,376.1839235621728,LOW,2881,576.2,NO
2023-06-19,Store_A,Milk,60,43,19,6,67.0,73.0,66.66666666666667,61.58,343.63392356217275,LOW,2580,516.0,NO
2023-06-20,Store_A,Milk,72,43,20,6,60.0,67.0,66.33333333333333,69.37,382.5839235621728,LOW,3096,619.2,NO
2023-06-21,Store_A,Milk,56,43,21,6,72.0,60.0,62.666666666666664,58.58,328.63392356217275,LOW,2408,481.6,NO
2023-06-22,Store_A,Milk,59,43,22,6,56.0,72.0,62.333333333333336,60.17,336.5839235621728,LOW,2537,507.40000000000003,NO
2023-06-23,Store_A,Milk,62,43,23,6,59.0,56.0,59.0,61.77,344.5839235621728,LOW,2666,533.2,NO
2023-06-24,Store_A,Milk,66,43,24,6,62.0,59.0,62.333333333333336,65.33,362.38392356217275,LOW,2838,567.6,NO
2023-06-25,Store_A,Milk,73,43,25,6,66.0,62.0,67.0,71.5,393.2339235621728,LOW,3139,627.8000000000001,NO
2023-06-26,Store_A,Milk,63,43,26,6,73.0,66.0,67.33333333333333,63.2,351.7339235621728,LOW,2709,541.8000000000001,NO
2023-06-27,Store_A,Milk,59,43,27,6,63.0,73.0,65.0,60.22,336.8339235621728,LOW,2537,507.40000000000003,NO
2023-06-28,Store_A,Milk,74,43,28,6,59.0,63.0,65.33333333333333,72.12,396.3339235621728,LOW,3182,636.4000000000001,NO
2023-06-29,Store_A,Milk,62,43,29,6,74.0,59.0,65.0,62.89,350.1839235621728,LOW,2666,533.2,NO
2023-06-30,Store_A,Milk,75,43,30,6,62.0,74.0,70.33333333333333,74.56,408.53392356217284,LOW,3225,645.0,NO
2023-07-01,Store_A,Milk,67,43,1,7,75.0,62.0,68.0,65.54,363.4339235621728,LOW,2881,576.2,NO
2023-07-02,Store_A,Milk,68,43,2,7,67.0,75.0,70.0,69.74,384.4339235621728,LOW,2924,584.8000000000001,NO
2023-07-03,Store_A,Milk,76,43,3,7,68.0,67.0,70.33333333333333,73.91,405.28392356217273,LOW,3268,653.6,NO
2023-07-04,Store_A,Milk,80,43,4,7,76.0,68.0,74.66666666666667,79.12,431.3339235621728,LOW,3440,688.0,NO
2023-07-05,Store_A,Milk,78,43,5,7,80.0,76.0,78.0,78.64,428.9339235621728,LOW,3354,670.8000000000001,NO
2023-07-06,Store_A,Milk,76,43,6,7,78.0,80.0,78.0,76.38,417.63392356217275,LOW,3268,653.6,NO
2023-07-07,Store_A,Milk,75,43,7,7,76.0,78.0,76.33333333333333,74.91,410.28392356217273,LOW,3225,645.0,NO
2023-07-08,Store_A,Milk,85,43,8,7,75.0,76.0,78.66666666666667,84.12,456.3339235621728,LOW,3655,731.0,NO
2023-07-09,Store_A,Milk,86,43,9,7,85.0,75.0,82.0,86.63,468.88392356217275,LOW,3698,739.6,NO
2023-07-10,Store_A,Milk,82,43,10,7,86.0,85.0,84.33333333333333,81.81,444.78392356217284,LOW,3526,705.2,NO
2023-07-11,Store_A,Milk,82,43,11,7,82.0,86.0,83.33333333333333,82.04,445.9339235621728,LOW,3526,705.2,NO
2023-07-12,Store_A,Milk,83,43,12,7,82.0,82.0,82.33333333333333,82.76,449.53392356217284,LOW,3569,713.8000000000001,NO
2023-07-13,Store_A,Milk,82,43,13,7,83.0,82.0,82.33333333333333,82.15,446.4839235621728,LOW,3526,705.2,NO
2023-07-14,Store_A,Milk,86,43,14,7,82.0,83.0,83.66666666666667,84.12,456.3339235621728,LOW,3698,739.6,NO
2023-07-15,Store_A,Milk,76,43,15,7,86.0,82.0,81.33333333333333,77.91,425.28392356217273,LOW,3268,653.6,NO
2023-07-16,Store_A,Milk,75,43,16,7,76.0,86.0,79.0,76.8,419.7339235621728,LOW,3225,645.0,NO
2023-07-17,Store_A,Milk,75,43,17,7,75.0,76.0,75.33333333333333,75.42,412.8339235621728,LOW,3225,645.0,NO
2023-07-18,Store_A,Milk,77,43,18,7,75.0,75.0,75.66666666666667,76.19,416.6839235621728,LOW,3311,662.2,NO
2023-07-19,Store_A,Milk,95,43,19,7,77.0,75.0,82.33333333333333,90.83,489.88392356217275,LOW,4085,817.0,NO
2023-01-03,Store_A,Bread,92,45,3,1,95.0,83.0,90.0,91.46,495.2395207336958,LOW,4140,828.0,NO
2023-01-04,Store_A,Bread,98,45,4,1,92.0,95.0,95.0,97.53,525.5895207336958,LOW,4410,882.0,NO
2023-01-05,Store_A,Bread,94,45,5,1,98.0,92.0,94.66666666666667,93.91,507.4895207336958,LOW,4230,846.0,NO
2023-01-06,Store_A,Bread,83,45,6,1,94.0,98.0,91.66666666666667,85.07,463.28952073369584,LOW,3735,747.0,NO
2023-01-07,Store_A,Bread,83,45,7,1,83.0,94.0,86.66666666666667,83.1,453.4395207336959,LOW,3735,747.0,NO
2023-01-08,Store_A,Bread,84,45,8,1,83.0,83.0,83.33333333333333,85.38,464.83952073369585,LOW,3780,756.0,NO
2023-01-09,Store_A,Bread,98,45,9,1,84.0,83.0,88.33333333333333,94.49,510.38952073369586,LOW,4410,882.0,NO
2023-01-10,Store_A,Bread,91,45,10,1,98.0,84.0,91.0,91.17,493.7895207336959,LOW,4095,819.0,NO
2023-01-11,Store_A,Bread,92,45,11,1,91.0,98.0,93.66666666666667,90.42,490.0395207336959,LOW,4140,828.0,NO
2023-01-12,Store_A,Bread,100,45,12,1,92.0,91.0,94.33333333333333,98.89,532.3895207336958,LOW,4500,900.0,NO
2023-01-13,Store_A,Bread,91,45,13,1,100.0,92.0,94.33333333333333,92.71,501.4895207336958,LOW,4095,819.0,NO
2023-01-14,Store_A,Bread,100,45,14,1,91.0,100.0,97.0,98.58,530.8395207336958,LOW,4500,900.0,NO
